AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,LANTITUDE,LONGTUDE,DESC,SOURCE,PRECISION,URL,FORM,TYPE,SCHOOL,TIMELINE,Genre
Vincent van Gogh,(b. 1853  Groot Zundert  d. 1890  Auvers-sur-Oise),Self-Portrait,1887,Oil on cardboard  42 x 34 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/g/gogh_van/16/selfpo08.jpg,painting,portrait,Dutch,1851-1900,Impressionism
Paul Gauguin,(b. 1848  Paris  d. 1903  Atuona  Hiva Oa  French Polynesia),In the Garden of the Hospital at Arles,1888,Oil on canvas  72 x 93 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/g/gauguin/03/4arles03.jpg,painting,landscape,French,1851-1900,Impressionism
Vincent van Gogh,(b. 1853  Groot Zundert  d. 1890  Auvers-sur-Oise),Public Park with Weeping Willow: The Poet's Garden I,1888,Oil on canvas  73 x 92 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/g/gogh_van/08/3arles24.jpg,painting,landscape,Dutch,1851-1900,Impressionism
Henri de Toulouse-Lautrec,(b. 1864  Albi  d. 1901  Château Malromé  Langon),Ball at the Moulin de la Galette,1889,Oil on canvas  89 x 101 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/t/toulouse/2/1misc11.jpg,painting,genre,French,1851-1900,Impressionism
Vincent van Gogh,(b. 1853  Groot Zundert  d. 1890  Auvers-sur-Oise),La Berceuse (Augustine Roulin),1889,Oil on canvas  93 x 73 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/g/gogh_van/10/portra18.jpg,painting,portrait,Dutch,1851-1900,Impressionism
Vincent van Gogh,(b. 1853  Groot Zundert  d. 1890  Auvers-sur-Oise),Vincent's Bedroom in Arles,1889,Oil on canvas  73 x 92 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/g/gogh_van/14/4earlie2.jpg,painting,interior,Dutch,1851-1900,Impressionism
Paul Gauguin,(b. 1848  Paris  d. 1903  Atuona  Hiva Oa  French Polynesia),Woman in front of a Still-Life by Cézanne,1890,Oil on canvas  65 x 55 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/g/gauguin/02/6pould15.jpg,painting,portrait,French,1851-1900,Impressionism
Childe Hassam,(b. 1859  Dorchester  d. 1935  East Hampton),The Little Pond  Appledore,1890,Oil on canvas  31 x 56 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/h/hassam/pond.jpg,painting,landscape,American,1851-1900,Impressionism
Vincent van Gogh,(b. 1853  Groot Zundert  d. 1890  Auvers-sur-Oise),The Drinkers (after Daumier),1890,Oil on canvas  59 x 73 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/g/gogh_van/13/copies18.jpg,painting,genre,Dutch,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Stacks of Wheat  Sunset  Snow Effect,1891,Oil on canvas  65 x 100 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/m/monet/07/4stacks7.jpg,painting,landscape,French,1851-1900,Impressionism
Mary Cassatt,(b. 1844  Allegheny City  d. 1926  Le Mesnil-Théribus  Oise),The Bath,1893,Oil on canvas  100 x 66 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/c/cassatt/the_bath.jpg,painting,genre,American,1851-1900,Impressionism
Paul Gauguin,(b. 1848  Paris  d. 1903  Atuona  Hiva Oa  French Polynesia),Mahana no atua (The Day of the God),1894,Oil on canvas  66 x 108 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/g/gauguin/05/2ponta01.jpg,painting,mythological,French,1851-1900,Impressionism
Paul Gauguin,(b. 1848  Paris  d. 1903  Atuona  Hiva Oa  French Polynesia),No Te Aha Oe Riri? (Why Are You Angry?),1896,Oil on canvas  95 x 131 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/g/gauguin/06/tahiti56.jpg,painting,genre,French,1851-1900,Impressionism
Paul Gauguin,(b. 1848  Paris  d. 1903  Atuona  Hiva Oa  French Polynesia),Woman and Two Children,1901,Oil on canvas  97 x 74 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/g/gauguin/07/marque03.jpg,painting,portrait,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Water Lilies,1906,Oil on canvas  88 x 93 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/m/monet/08/7liliy02.jpg,painting,landscape,French,1851-1900,Impressionism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),Seated Bather,1914,Oil on canvas  82 x 68 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/r/renoir/4/4renoi18.jpg,painting,portrait,French,1851-1900,Impressionism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Portrait of Madame Adélaide Pastoret,1791-92,Oil on canvas  130 x 97 cm,Art Institute  Chicago,41.88425060,-87.63244630,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/d/david_j/2/212david.jpg,painting,portrait,French,1801-1850,Neoclassicism
James Abbot McNeill Whistler,(b. 1834  Lowell  d. 1903  London),The Artist in His Studio,1865-66,Oil on paper mounted on panel  63 x 46 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/w/whistler/artistst.jpg,painting,portrait,American,1851-1900,Impressionism
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),Snow at Louveciennes,1871-72,Oil on cradled panel  32 x 48 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/p/pissarro/camille/3/winter05.jpg,painting,landscape,French,1851-1900,Impressionism
Georges Seurat,(b. 1859  Paris  d. 1891  Paris),A Sunday Afternoon on the Ile de la Grande Jatte,1884-86,Oil on canvas  208 x 308 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/s/seurat/figures/jatte.jpg,painting,landscape,French,1851-1900,Impressionism
Henri de Toulouse-Lautrec,(b. 1864  Albi  d. 1901  Château Malromé  Langon),Bareback Rider at the Cirque Fernando,1887-88,Oil on canvas  100 x 161 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/t/toulouse/2/1misc03.jpg,painting,other,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Stack of Wheat  Snow Effect  Overcast Day,1890-91,Oil on canvas  66 x 93 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/m/monet/07/4stacks4.jpg,painting,landscape,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Stack of Wheat,1890-91,Oil on canvas  66 x 92 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/m/monet/07/4stacks5.jpg,painting,landscape,French,1851-1900,Impressionism
Henri de Toulouse-Lautrec,(b. 1864  Albi  d. 1901  Château Malromé  Langon),At the Moulin Rouge,1892-93,Oil on canvas  123 x 141 cm,Art Institute  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/t/toulouse/4/cabare01.jpg,painting,genre,French,1851-1900,Impressionism
Charles-François Daubigny,(b. 1817  Paris  d. 1878  Paris),The Pool at Gyliez,1853,Oil on canvas  62 x 100 cm,Art Museum  Cincinnati,39.1071281,-84.5041275,Cincinnati  OH,Bing Maps,city/town,http://www.wga.hu/detail/d/daubigny/charles/pool.jpg,painting,landscape,French,1851-1900,Realism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),At Longchamp Racecourse,1864,Oil on canvas  42 x 32 cm,Art Museum  Cincinnati,39.1071281,-84.5041275,Cincinnati  OH,Bing Maps,city/town,http://www.wga.hu/detail/m/manet/1/6stilli5.jpg,painting,other,French,1851-1900,Impressionism
Jean-Frédéric Bazille,(b. 1841  Montpellier  d. 1870  Beaune-la-Rolande),The Terrace at Méric (Oleander),1867,Oil on canvas  56 x 98 cm,Art Museum  Cincinnati,39.1071281,-84.5041275,Cincinnati  OH,Bing Maps,city/town,http://www.wga.hu/detail/b/bazille/04meric.jpg,painting,landscape,French,1851-1900,Impressionism
Vasily Petrovich Vereshchagin,(b. 1835  Perm  d. 1909  St. Petersburg),Girl with Grapes,1865,Oil on wood  38 x 47 cm,Art Museum  Novokuznetsk,53.7577209,87.1192398,Novokuznetsk  Russia,Bing Maps,city/town,http://www.wga.hu/detail/v/vereshch/vasily/girlgrap.jpg,painting,genre,Russian,1851-1900,Realism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),The Seine at Argenteuil,1874,Oil on canvas  50 x 55 cm,Art Museum  Portland,45.5117912,-122.6756287,Portland  OR,Bing Maps,city/town,http://www.wga.hu/detail/r/renoir/2/2renoi04.jpg,painting,landscape,French,1851-1900,Impressionism
Louis Léopold Boilly,(b. 1761  La Bassé  d. 1845  Paris),Reading of the Bulletin of the Grand Army,1807,Oil on canvas  44 x 59 cm,Art Museum  Saint Louis,38.6277504,-90.1995621,St Louis  MO,Bing Maps,city/town,http://www.wga.hu/detail/b/boilly/2boilly.jpg,painting,historical,French,1751-1800,Romanticism
Vincent van Gogh,(b. 1853  Groot Zundert  d. 1890  Auvers-sur-Oise),Vineyards with a View of Auvers,1890,Oil on canvas  64 x 80 cm,Art Museum  Saint Louis,38.6277504,-90.1995621,St Louis  MO,Bing Maps,city/town,http://www.wga.hu/detail/g/gogh_van/15/auvers22.jpg,painting,landscape,Dutch,1851-1900,Impressionism
Vincent van Gogh,(b. 1853  Groot Zundert  d. 1890  Auvers-sur-Oise),Village Street and Steps in Auvers with Figures,1890,Oil on canvas  50 x 70 cm,Art Museum  Saint Louis,38.6277504,-90.1995621,St Louis  MO,Bing Maps,city/town,http://www.wga.hu/detail/g/gogh_van/15/auvers10.jpg,painting,landscape,Dutch,1851-1900,Impressionism
Samuel Palmer,(b. 1805  Newington  d. 1881  Redhill),Early Morning,1825,Pen and ink and wash  mixed with gum arabic  varnished  188 x 232 mm,Ashmolean Museum  Oxford,51.7554398,-1.2604899,Ashmolean Museum  United Kingdom,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/p/palmer/earlymor.jpg,graphics,landscape,English,1801-1850,Romanticism
Samuel Palmer,(b. 1805  Newington  d. 1881  Redhill),Early Morning (detail),1825,Pen and ink and wash  mixed with gum arabic  varnished,Ashmolean Museum  Oxford,51.7554398,-1.2604899,Ashmolean Museum  United Kingdom,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/p/palmer/earlymox.jpg,graphics,landscape,English,1801-1850,Romanticism
Samuel Palmer,(b. 1805  Newington  d. 1881  Redhill),Self-Portrait,1825,Black chalk heightened with white on buff paper  291 x 229 mm,Ashmolean Museum  Oxford,51.7554398,-1.2604899,Ashmolean Museum  United Kingdom,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/p/palmer/1selfpor.jpg,graphics,portrait,English,1801-1850,Romanticism
Sir David Wilkie,(b. 1785  Cults  Fife  d. 1841  off Malta),Sotiri  Dragoman of Mr Colquhoun,1840,Watercolour  gouache and oil over pencil  475 x 328 mm,Ashmolean Museum  Oxford,51.7554398,-1.2604899,Ashmolean Museum  United Kingdom,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/w/wilkie/sotiri.jpg,graphics,portrait,Scottish,1801-1850,Romanticism
Edward Lear,(b. 1812  London  d. 1888  San Remo),Thermopylae,1872,"Oil on canvas, 34 x 54 cm",Ashmolean Museum  Oxford,51.7554398,-1.2604899,Ashmolean Museum  United Kingdom,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/l/lear/thermopy.jpg,painting,landscape,English,1851-1900,Realism
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),Farm at Montfoucault  Snow Effect,1876,Oil on canvas  54 x 65 cm,Ashmolean Museum  Oxford,51.7554398,-1.2604899,Ashmolean Museum  United Kingdom,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/p/pissarro/camille/3/winter11.jpg,painting,landscape,French,1851-1900,Impressionism
Vincent van Gogh,(b. 1853  Groot Zundert  d. 1890  Auvers-sur-Oise),Restaurant de la Sirène at Asnières,1887,Oil on canvas  52 x 64 cm,Ashmolean Museum  Oxford,51.7554398,-1.2604899,Ashmolean Museum  United Kingdom,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/g/gogh_van/06/paris14.jpg,painting,landscape,Dutch,1851-1900,Impressionism
Lucien Pissarro,(b. 1863  Paris  d. 1944  London),The Deaf Woman's House,1888,Oil on canvas  58 x 72 cm,Ashmolean Museum  Oxford,51.7554398,-1.2604899,Ashmolean Museum  United Kingdom,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/p/pissarro/lucien/the_deaf.jpg,painting,landscape,French,1851-1900,Impressionism
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),Tuileries Garden in Rain,1899,Oil on canvas  65 x 92 cm,Ashmolean Museum  Oxford,51.7554398,-1.2604899,Ashmolean Museum  United Kingdom,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/p/pissarro/camille/2/paris10.jpg,painting,landscape,French,1851-1900,Impressionism
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),The Quay at Le Havre,1903,Oil on paper  239 x 295 mm,Ashmolean Museum  Oxford,51.7554398,-1.2604899,Ashmolean Museum  United Kingdom,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/p/pissarro/camille/4/variou7.jpg,painting,landscape,French,1851-1900,Impressionism
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),View from the Artist's Window at Eragny,1886-88,Oil on canvas  65 x 81 cm,Ashmolean Museum  Oxford,51.7554398,-1.2604899,Ashmolean Museum  United Kingdom,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/p/pissarro/camille/4/variou6.jpg,painting,landscape,French,1851-1900,Impressionism
Albert Edelfelt,(b. 1854  Kiala Estate  d. 1905  Haikko),In the Luxembourg Gardens,1887,Oil on canvas  144 x 188 cm,Atheneumin Taidemuseo  Helsinki,60.1711617,24.9326496,Helsinki  Finland,Bing Maps,city/town,http://www.wga.hu/detail/e/edelfelt/luxembou.jpg,painting,landscape,Finnish,1851-1900,Impressionism
Albert Edelfelt,(b. 1854  Kiala Estate  d. 1905  Haikko),Paris in the Snow,1887,Oil on panel  46 x 37 cm,Atheneumin Taidemuseo  Helsinki,60.1711617,24.9326496,Helsinki  Finland,Bing Maps,city/town,http://www.wga.hu/detail/e/edelfelt/parisnow.jpg,painting,landscape,Finnish,1851-1900,Impressionism
Akseli Gallen-Kallela,(b. 1865  Pori  d. 1931  Stockholm),Démasquée,1888,Oil on canvas  65 x 55 cm,Atheneumin Taidemuseo  Helsinki,60.1711617,24.9326496,Helsinki  Finland,Bing Maps,city/town,http://www.wga.hu/detail/g/gallenka/demasque.jpg,painting,other,Finnish,1851-1900,Impressionism
Eero Järnefelt,(b. 1863  Viipuri  d. 1937  Helsinki),Lefranc the Wine Merchant  Boulevard Clichy  Paris,1888,Oil on canvas  61 x 74 cn,Atheneumin Taidemuseo  Helsinki,60.1711617,24.9326496,Helsinki  Finland,Bing Maps,city/town,http://www.wga.hu/detail/j/jarnefel/lefranc.jpg,painting,genre,Finnish,1851-1900,Impressionism
Vincent van Gogh,(b. 1853  Groot Zundert  d. 1890  Auvers-sur-Oise),Village Street in Auvers,1890,Oil on canvas  73 x 92 cm,Atheneumin Taidemuseo  Helsinki,60.1711617,24.9326496,Helsinki  Finland,Bing Maps,city/town,http://www.wga.hu/detail/g/gogh_van/15/auvers06.jpg,painting,landscape,Dutch,1851-1900,Impressionism
Vincent van Gogh,(b. 1853  Groot Zundert  d. 1890  Auvers-sur-Oise),Landscape with Trees and Figures,1889,Oil on canvas  50 x 65 cm,Baltimore Museum of Art  Baltimore,39.3257294,-76.6196442,Baltimore Museum of Art  MD,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/g/gogh_van/12/olive10.jpg,painting,landscape,Dutch,1851-1900,Impressionism
Paul Gauguin,(b. 1848  Paris  d. 1903  Atuona  Hiva Oa  French Polynesia),Woman with Mango (Vahine no te Vi),1892,Oil on canvas  73 x 45 cm,Baltimore Museum of Art  Baltimore,39.3257294,-76.6196442,Baltimore Museum of Art  MD,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/g/gauguin/04/tahiti17.jpg,painting,portrait,French,1851-1900,Impressionism
Paul Gauguin,(b. 1848  Paris  d. 1903  Atuona  Hiva Oa  French Polynesia),The Cellist,1894,Oil on canvas  93 x 74 cm,Baltimore Museum of Art  Baltimore,39.3257294,-76.6196442,Baltimore Museum of Art  MD,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/g/gauguin/05/2ponta03.jpg,painting,portrait,French,1851-1900,Impressionism
Paul Cézanne,(b. 1839  Aix-en-Provence  d. 1906  Aix-en-Provence),Mont Sainte-Victoire Seen from Bibémus,1898-1900,Oil on canvas  65 x 81 cm,Baltimore Museum of Art  Baltimore,39.3257294,-76.6196442,Baltimore Museum of Art  MD,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/c/cezanne/5/3victor0.jpg,painting,landscape,French,1851-1900,Impressionism
Y LUCIENTES Francisco de Goya,(b. 1746  Fuendetodos  d. 1828  Bordeaux),Fire at Night,1793-94,Oil on tinplate  50 x 32 cm,Banco Inversion-Agepasa  Madrid,40.4202805,-3.70577,Madrid  Community of Madrid  Spain,Bing Maps,city/town,http://www.wga.hu/detail/g/goya/3/308goya.jpg,painting,landscape,Spanish,1801-1850,Romanticism
Y LUCIENTES Francisco de Goya,(b. 1746  Fuendetodos  d. 1828  Bordeaux),The Count of Floridablanca,1783,Oil on canvas  262 x 166 cm,Banco Urquijo  Madrid,40.4202805,-3.70577,Madrid  Community of Madrid  Spain,Bing Maps,city/town,http://www.wga.hu/detail/g/goya/2/202goya.jpg,painting,portrait,Spanish,1801-1850,Romanticism
Franz Skarbina,(b. 1849  Berlin  d. 1910  Berlin),The Girl on the Boardwalk,1883,Oil on canvas  136 x 86 cm,Berlinische Galerie  Berlin,52.5038986,13.3982153,Berlinische Galerie  BE  Germany,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/s/skarbina/boardwal.jpg,painting,genre,German,1851-1900,Impressionism
Lesser Ury,(b. 1861  Birnbaum  d. 1931  Berlin),Berlin Street Scene (Leipzigerstrasse),1889,Oil on canvas  107 x 68 cm,Berlinische Galerie  Berlin,52.5038986,13.3982153,Berlinische Galerie  BE  Germany,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/u/ury/berlinst.jpg,painting,landscape,German,1851-1900,Impressionism
Paul Baum,(b. 1859  Meissen  d. 1932  San Gimignano),Landscape,1896,Oil on canvas  69 x 88 cm,Berlinische Galerie  Berlin,52.5038986,13.3982153,Berlinische Galerie  BE  Germany,Bing Maps,LandmarkBuilding,http://www.wga.hu/detail/b/baum/landscap.jpg,painting,landscape,German,1851-1900,Impressionism
Y LUCIENTES Francisco de Goya,(b. 1746  Fuendetodos  d. 1828  Bordeaux),Spanish Entertainment,1825,Lithograph  300 x 410 mm,Biblioteca Nacional  Madrid,40.4202805,-3.70577,Madrid  Community of Madrid  Spain,Bing Maps,city/town,http://www.wga.hu/detail/g/goya/9g/93/910bulls.jpg,graphics,other,Spanish,1801-1850,Romanticism
Y LUCIENTES Francisco de Goya,(b. 1746  Fuendetodos  d. 1828  Bordeaux),The Divided Arena,1825,Lithograph  300 x 425 mm,Biblioteca Nacional  Madrid,40.4202805,-3.70577,Madrid  Community of Madrid  Spain,Bing Maps,city/town,http://www.wga.hu/detail/g/goya/9g/93/911bulls.jpg,graphics,other,Spanish,1801-1850,Romanticism
Y LUCIENTES Francisco de Goya,(b. 1746  Fuendetodos  d. 1828  Bordeaux),The Duchess of Alba Arranging Her Hair,1796-97,Indian ink wash  171 x 101 mm,Biblioteca Nacional  Madrid,40.4202805,-3.70577,Madrid  Community of Madrid  Spain,Bing Maps,city/town,http://www.wga.hu/detail/g/goya/9g/94/9401draw.jpg,graphics,other,Spanish,1801-1850,Romanticism
Y LUCIENTES Francisco de Goya,(b. 1746  Fuendetodos  d. 1828  Bordeaux),Nude Woman Holding a Mirror,1796-97,Indian ink wash  234 x 145 mm,Biblioteca Nacional  Madrid,40.4202805,-3.70577,Madrid  Community of Madrid  Spain,Bing Maps,city/town,http://www.wga.hu/detail/g/goya/9g/94/9404draw.jpg,graphics,study,Spanish,1801-1850,Romanticism
Eugène Delacroix,(b. 1798  Charenton-Saint-Maurice  d. 1863  Paris),Margarete in Church,1828,Lithograph  260 x 220 mm,Bibliotheque de l'École des Beaux-Arts  Paris,48.8569298,2.3412001,Paris  Paris  France,Bing Maps,city/town,http://www.wga.hu/detail/d/delacroi/8/800delac.jpg,graphics,other,French,1801-1850,Romanticism
LORRAIN Louis-Joseph Le,(b. 1715  Paris  1759  St. Petersburg),Temple of Venus,1747,Engraving,Bibliothèque Nationale  Paris,48.83305740,2.36277790,Nationale  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/l/le_lorr/templeve.jpg,graphics,mythological,French,1701-1750,Neoclassicism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),The English Government,1794,Hand coloured etching  248 x 392 mm,Bibliothèque Nationale  Paris,48.83305740,2.36277790,Nationale  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/david_j/7/704david.jpg,graphics,other,French,1801-1850,Neoclassicism
Y LUCIENTES Francisco de Goya,(b. 1746  Fuendetodos  d. 1828  Bordeaux),It will be the Same,1810,Etching  130 x 192 mm,Bibliothèque Nationale  Paris,48.8330574,2.3627779,Nationale  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/g/goya/9g/92/81disast.jpg,graphics,other,Spanish,1801-1850,Romanticism
Nicolas-Toussaint Charlet,(b. 1792  Paris  d. 1845  Paris),Death of the Cavalryman,1818,Lithograph  328 x 214 mm,Bibliothèque Nationale  Paris,48.8330574,2.3627779,Nationale  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/charlet/deathcav.jpg,graphics,historical,French,1801-1850,Romanticism
Honoré Daumier,(b. 1808  Marseille  d. 1879  Valmondois),Rue Transnonain  April 15  1834,1834,Lithograph  290 x 445 mm,Bibliothèque Nationale  Paris,48.8330574,2.3627779,Nationale  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/daumier/11transn.jpg,graphics,study,French,1801-1850,Romanticism
Auguste Raffet,(b. 1804  Paris  d. 1860  Genova),Waterloo  The Retreat of the Holy Battallion  June 18  1815,1835,Lithograph  200 x 370 mm,Bibliothèque Nationale  Paris,48.83305740,2.36277790,Nationale  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/r/raffet/waterloo.jpg,painting,historical,French,1801-1850,Neoclassicism
Prosper Marilhat,(b. 1811  Vertaizon  d. 1847  Paris),View of Ezbekiyah  Cairo,1835,Engraving,Bibliothèque Nationale  Paris,48.8330574,2.3627779,Nationale  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/marilhat/ezbekiya.jpg,graphics,landscape,French,1801-1850,Romanticism
Eugène Delacroix,(b. 1798  Charenton-Saint-Maurice  d. 1863  Paris),Hamlet and Horatio in the Graveyard,1843,Lithograph  283 x 214 mm,Bibliothèque Nationale  Paris,48.8330574,2.3627779,Nationale  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/delacroi/8/804delac.jpg,graphics,other,French,1801-1850,Romanticism
Honoré Daumier,(b. 1808  Marseille  d. 1879  Valmondois),A Disgruntled Litigant,1845,Lithograph,Bibliothèque Nationale  Paris,48.8330574,2.3627779,Nationale  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/daumier/12litho.jpg,graphics,study,French,1801-1850,Romanticism
